Merchant ID,Account Name,Account Type,Sector,MCC.,Account Owner,Account Status.,Activated Date,Country,Referral Source
160508,NEON HOTEL NTINDA LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Moses Ochom,Finalized,"May 29, 2025",Uganda,Partner
160655,GIGIRI LION VILLAS LTD - FOREST FORK,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Alexander Maleko,Finalized,"May 29, 2025",Kenya,Account Management Referral
160476,BAKERS POINT LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Orsbone Obulukhu,Finalized,"May 29, 2025",Kenya,Self Search
160504,THYM KARESUN TECHNOLOGIES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Dyline Busiingye,Finalized,"Jun 2, 2025",Uganda,Self Search
160590,Tha Nickolee Hotel Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",David Githaiga,Activated,"May 30, 2025",Kenya,N/A
160633,Clinique Premium Health,Hospital,Retail,8011- Doctors & Physicians,David Githaiga,Finalized,"May 29, 2025",Kenya,Bank Referral
160574,Bigman Travel And Holidays Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Finalized,"May 29, 2025",Kenya,Bank Referral
160502,Silk Route Electronics Company Limited,Electronics Shop,Retail,5732- Electronics Sales,Jonathan Ssempa,Finalized,"May 30, 2025",Uganda,Self Search
160447,Upstream Waters Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Charles Kimani,Finalized,"May 28, 2025",Kenya,Bank Referral
160448,Pastry Haven,General Service Provider,Retail,5462- Bakeries,Susan Mutie,Activated,"May 28, 2025",Kenya,Bank Referral
160515,LINCET PARTNERS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Emmanuel Ndyakuhaki,Finalized,"May 28, 2025",Uganda,Bank Referral
160437,FRIENDSHIP AFRICAN ADVENTURE SAFARIS COMPANY LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Finalized,"Jun 6, 2025",Tanzania,Account Management Referral
160551,SEAVIEW HAVENS,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Quesera Wekesa,Closed due to Fraud,"May 30, 2025",Kenya,Walk-In
160445,Rhino Tours Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Finalized,"May 28, 2025",Kenya,Self Search
160543,Dantopia Trading Limited,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Ann Njoroge,Finalized,"Jun 12, 2025",Kenya,Self Search
161004,VISIWA RESORT LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Finalized,"Jun 3, 2025",Kenya,Self Search
161109,TRIBALSAND HOLIDAYS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Simon Mahinda,Finalized,"Jun 16, 2025",Kenya,Bank Referral
161248,Kaybros Global Limited,Casino,Retail,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Finalized,"Jun 7, 2025",Kenya,Self Search
160517,INSPIRATIONS WORLD OF BEAUTY LIMITED,Salon,Retail,5399-Miscellaneous General Merchant (Small Retail),Emmanuel Ndyakuhaki,Finalized,"May 29, 2025",Uganda,Bank Referral
160413,MIRISHO EXPEDITION SAFARIS LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"May 28, 2025",Tanzania,N/A
160427,RAHSI BRIGHT VISION GENERAL TRADING (U)-SMC LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Sharon Munguryek,Finalized,"May 28, 2025",Uganda,Self Search
160441,THE REGISTERED TRUSTEES OF KAMPALA ARCHDIOCESE,Bar / Lounge,Hospitality,"7011- Hotels, Motels and Resorts",Sharon Munguryek,Finalized,"May 29, 2025",Uganda,N/A
160398,VONI TECHNOLOGIES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),David Msando,Activated,"Jun 2, 2025",Tanzania,Account Management Referral
160533,Decasa Hotel Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Jonathan Mwai,Finalized,"Jun 16, 2025",Kenya,Self Search
160376,THE STUDIO SUPERMARKET,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Elia Mwakijale,Finalized,"May 28, 2025",Tanzania,N/A
160663,NEXTEDGE ANALYTICS,Business Not Elsewhere Classified,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Quesera Wekesa,Not Interested / Lost,"May 30, 2025",Kenya,Chat
160209,TRAVEL SPAN SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Closed due to Fraud,"May 29, 2025",Kenya,Self Search
160307,FIX & REV TECHNICIANS LIMITED,Garage,Retail,5532- Automotive Tyre Stores,Adella Asaasira,Finalized,"May 28, 2025",Uganda,Bank Referral
160395,NABINOONYA RESORT BEACH LIMITED,Bar / Lounge,Hospitality,"7011- Hotels, Motels and Resorts",Raymond Eguru,Finalized,"May 28, 2025",Uganda,N/A
157427,EROS TRAVELOGUE LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Melody Monica,Finalized,"May 28, 2025",Uganda,Partner
160431,TAMAAM COFFEE AND BAKERY LIMITED,Restaurant,Hospitality,5814- Quick Service Restaurant,Janet Lenakae,Finalized,"May 29, 2025",Kenya,Account Management Referral
133234,TEMBO TRAVEL & SAFARI,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Allen Shilinde,Activated,"May 29, 2025",Tanzania,Account Management Referral
160553,Ronjoe Curio,Casino,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Jimmi Muchemi,Activated,"Jun 17, 2025",Kenya,N/A
160549,NAILS BY WANNY,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"Jun 2, 2025",Kenya,Bank Referral
160311,Convirides Mobility Ltd,Taxi,Travel,4121- Taxicabs and Limo,Jimmi Muchemi,Finalized,"May 28, 2025",Kenya,Self Search
160329,SWINGS BAR AND GRILL,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Jonathan Ssempa,Finalized,"May 28, 2025",Uganda,Bank Referral
160321,AGS FRASERS INTERNATIONAL REMOVALS UGANDA LIMITED,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Jonathan Ssempa,Finalized,"May 28, 2025",Uganda,Helpdesk
160298,SYNTERVANE TECH LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Alexander Maleko,Activated,"May 26, 2025",Kenya,External Referral
160287,IPYETA BUSINESS SOLUTIONS,"Fashion, Clothes & Accessories",Retail,5611- Men and Boys Clothing and Accessory Stores,Emmanuel Ndyakuhaki,Finalized,"Jun 5, 2025",Uganda,Bank Referral
160281,INTERNATIONAL POTATO CENTRE,Conference Facilities,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Michael Ntale,Account Closed,"May 26, 2025",Uganda,Sales Email Alias
160336,Wakwetu Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jonah Rop,Finalized,"May 28, 2025",Kenya,Self Search
158865,EXPERIENCE WITH SUPER AFRICA TRAVEL,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Activated,"Jun 19, 2025",Tanzania,Self Search
98574,GOD'S POWER TO KILIMANJARO CLASSIC SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Activated,"May 27, 2025",Tanzania,Self Search
160091,Kaatoony Company Ltd,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Jun 19, 2025",Kenya,Chat
160319,Shysta Beauty and Wellness Ltd,Beauty Shop/Supplies,Hospitality,7230- Barber and Beauty Shops,David Githaiga,Activated,"May 29, 2025",Kenya,N/A
160029,MARANATHA NATURALS-SMC LIMITED,Beauty Shop/Supplies,Retail,7230- Barber and Beauty Shops,Adella Asaasira,Finalized,"Jun 6, 2025",Uganda,Walk-In
160149,HALY GROUP LIMITED,Car Hire,Travel,4121- Taxicabs and Limo,Marko Lambaldo,Activated,"May 28, 2025",Tanzania,N/A
160271,WATT WORKS FOUNDATION LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Emmanuel Ndyakuhaki,Finalized,"May 27, 2025",Uganda,N/A
160279,Serengeti Inn,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Kabuthu Mwangi,Activated,"May 28, 2025",Kenya,Self Search
160388,Serengeti Inn,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Kabuthu Mwangi,Activated,"May 28, 2025",Kenya,Self Search
160520,VS OIL (U) LIMITED,Petroleum,Retail,5541- Service Station (Retail),Sharon Munguryek,Finalized,"May 30, 2025",Uganda,N/A
158842,SMART NUTRITION,Super Market / Self Service Store,Retail,"5499- Miscellineous Food Sores- Convenience Stores, Markets, Specialty Sores and Vending Machines",Sharon Munguryek,Finalized,"Jun 11, 2025",Uganda,N/A
160318,Barringtonia Company Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Activated,"Sep 30, 2025",Kenya,Sales Drive _ Lamu
160519,SUCCESS INTERNATIONAL PRIMARY SCHOOL LIMITED,School,Retail,8220- Colleges and Universities,Stephen Kagaba,Finalized,"May 28, 2025",Uganda,N/A
160309,DAROSA GENERAL SUPPLIES LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Activated,"Sep 30, 2025",Kenya,Sales Drive _ Lamu
163601,LEISURE LODGES LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Closed Won Pending,,Kenya,Self Search
160237,Abner Safaris Ltd,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jonah Rop,Finalized,"May 26, 2025",Kenya,Self Search
160166,BOOGIE INC LIMITED,Events,Retail,5399-Miscellaneous General Merchant (Small Retail),Palme Paiton Katemana,Activated,"Jul 1, 2025",Tanzania,Account Management Referral
160300,KOTIA PHOTOGRAPHIC SAFARIS & TOURS,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Activated,"May 27, 2025",Tanzania,Account Management Referral
160686,Explore Africa Holidays Safari Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elosy Ngina,Activated,"May 31, 2025",Kenya,Account Management Referral
160333,VIGLARICH ENTERPRISES,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Quesera Wekesa,Activated,"May 28, 2025",Kenya,Chat
160383,Lollita Apparells Limited,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Joseph Mbothu,Activated,"May 28, 2025",Kenya,Account Management Referral
160068,ARABELLA INN,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Marko Lambaldo,Activated,"May 27, 2025",Tanzania,N/A
159708,IKMER GROUP OF COMPANIES LIMITED,Events,E-Commerce,5732- Electronics Sales,Marko Lambaldo,Activated,"Jun 16, 2025",Tanzania,N/A
159407,Tembea Dream Adventures Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Peter Robinson,Activated,"Sep 30, 2025",Kenya,Sales Drive _ Lamu
159512,Identity Core Limited,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Elosy Ngina,Finalized,"May 28, 2025",Kenya,Merchant Referral
158037,Doyuf General Trading Kenya Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,"Jul 1, 2025",Kenya,Helpdesk
160160,TODDLERS N TRENDS LIMITED,"Fashion, Clothes & Accessories",Hospitality,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"May 26, 2025",Kenya,Bank Referral
160169,Techways Solutions,Car Hire,Travel,4121- Taxicabs and Limo,Peter Robinson,Finalized,"Sep 17, 2025",Kenya,Self Search
160213,BLUCHIP SOLUTIONS,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Orsbone Obulukhu,Finalized,"May 26, 2025",Kenya,Social Media
159914,TIWANI SPIRULINA INTERNATIONAL LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Alexander Maleko,Activated,"May 26, 2025",Kenya,Advertisement
150269,ASSURED SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Finalized,"May 28, 2025",Kenya,N/A
160125,STYLE FASHIONS,"Fashion, Clothes & Accessories",Retail,5691- Men and Women Clothing Stores,Emmanuel Ndyakuhaki,Finalized,"May 26, 2025",Uganda,N/A
160126,JONAN KIBUUKA SERVICES,Super Market / Self Service Store,Retail,5411-Grocery Store/Supermarket (Retail),Emmanuel Ndyakuhaki,Finalized,"May 24, 2025",Uganda,N/A
160168,Top Rose Technical College Limited,School,Retail,8220- Colleges and Universities,Ann Njoroge,Finalized,"May 28, 2025",Kenya,Self Search
170819,Lake Naivasha Lazarus Lodge Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Kabuthu Mwangi,Finalized,"Sep 17, 2025",Kenya,Self Search
160157,ZITCHEN ENTERPRISES,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Marko Lambaldo,Finalized,"May 26, 2025",Tanzania,N/A
157246,NIZO TECHNOLOGIES,Internet Service Provider,Retail,4814- Telecommunication Services,Elia Mwakijale,Finalized,"May 26, 2025",Tanzania,N/A
160147,The Justnai Group Ltd,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,"May 24, 2025",Kenya,Helpdesk
160129,GILMED LTD,Consultancy,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Collins Kweyamba,Finalized,"May 24, 2025",Rwanda,Self Search
161020,Samba Consultancy Services Limited,General Service Provider,Retail,6513- Real Estate Agents and managers-Rentals,Peter Robinson,Activated,"Sep 30, 2025",Kenya,Bank Referral
160108,ATARO GENERAL SUPPLIES,Hardware,Retail,5251- Hardware Store,Orsbone Obulukhu,Finalized,"May 24, 2025",Kenya,Bank Referral
160038,ONLINE ENHANCED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Orsbone Obulukhu,Finalized,"May 28, 2025",Kenya,Social Media
160170,Happy Tribe Travel Kenya Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Jimmi Muchemi,Finalized,"May 24, 2025",Kenya,Self Search
162066,BOSPHOROUS COMPANY LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Quesera Wekesa,Finalized,"Jun 18, 2025",Kenya,Area Drives (Hospitality)
160069,Right Time Safari INC Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"Jun 11, 2025",Tanzania,Account Management Referral
160096,Velam Tour & Safaris Limited,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"May 24, 2025",Tanzania,Self Search
160056,Tanzania Safari Manager and Kilimanjaro Climbing,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Bestina Ngagani,Finalized,"May 23, 2025",Tanzania,Self Search
159973,ASHA SHAFII SHABANI,Curio Shop,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Bestina Ngagani,Rate Review,"May 23, 2025",Tanzania,Self Search
160165,ALFAZULU VENTURES LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Finalized,"May 28, 2025",Kenya,Self Search
159106,THE URBAN CHIQ COLLECTIVE,E-Commerce,E-Commerce,5691- Men and Women Clothing Stores,Sheila Kefa,Finalized,"May 24, 2025",Kenya,Self Search
159559,TALIKA BEAUTY,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"May 24, 2025",Kenya,Chat
160062,LOOP PET FOOD LIMITED,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"May 23, 2025",Kenya,Self Search
160021,OLAPMA GENERAL MERCHANTS LIMITED,Distributors,Retail,"5921- Package Stores- Beer, Wine and Liquor",Susan Matiko,Activated,"May 24, 2025",Kenya,Self Search
160098,LIQUORS DAM UTAWALA,Liquor Store,Retail,"5921- Package Stores- Beer, Wine and Liquor",Elosy Ngina,Finalized,"May 24, 2025",Kenya,Merchant Referral
159994,AYUTECH LIMITED,E-Commerce,E-Commerce,5965- Direct Marketing--Combination Catalog & Retail Merchant,Allen Shilinde,Account Closed,"May 24, 2025",Tanzania,Helpdesk
159930,DIGIFINIX LIMITED,Gift Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Allen Shilinde,Activated,"May 23, 2025",Tanzania,Bank Referral
159987,AFRICA MULIMI TOURS & SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Allen Shilinde,Activated,"May 23, 2025",Tanzania,Bank Referral
160443,Forts Place Limited,Bar / Lounge,Hospitality,"5813- Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail Lounges, Nightclubs & Discotheques",Barbara Ogwari,Finalized,"May 30, 2025",Kenya,Helpdesk
159981,Afrosand Travel Consultant,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Marko Lambaldo,Activated,"May 28, 2025",Tanzania,Self Search
159984,64 Zenj House Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Marko Lambaldo,Activated,"May 28, 2025",Tanzania,Web Research
159974,Mukuta Logistics,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Marko Lambaldo,Closed due to Fraud,,Tanzania,Self Search
160054,EAST AFRICA AURA LIMITED,Distributors,Retail,"5599- Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (Not Elsewhere Calssified)",Marko Lambaldo,Activated,"May 28, 2025",Tanzania,N/A
156240,CHEPTIONY DIGITAL CONSULT,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Activated,"May 24, 2025",Kenya,Account Management Referral
160102,MITCH ADVENTURES AND SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Finalized,"May 23, 2025",Kenya,Self Search
160031,ISSENYE LODGES & SAFARIS COMPANY LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Palme Paiton Katemana,Finalized,"May 26, 2025",Tanzania,N/A
160028,ISSENYE LODGES & SAFARIS COMPANY LIMITED,Lodge,Hospitality,"7011- Hotels, Motels and Resorts",Palme Paiton Katemana,Finalized,"May 26, 2025",Tanzania,N/A
160024,OMNIA ENTERTAINMENT PLACE,Bowling/Recreation Activities/Games,Retail,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Finalized,"May 23, 2025",Kenya,Self Search
159934,SHOROA SAFARI CAMPS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Simon Mahinda,Finalized,"May 27, 2025",Kenya,Account Management Referral
159269,LILIPANGO LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Simon Mahinda,Finalized,"May 24, 2025",Kenya,Chat
159267,ELDOHUB INNOVATIONS AND TECHNOLOGIES LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Orsbone Obulukhu,Finalized,"May 26, 2025",Kenya,Social Media
160036,CONCORDE SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Daniel Chebon,Finalized,"May 23, 2025",Kenya,Helpdesk
157639,DUKA YETU ONLINE SOLUTIONS LIMITED,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"Jul 3, 2025",Kenya,Chat
160027,BuuPass Kenya Limited,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Barbara Ogwari,Finalized,"May 24, 2025",Kenya,Bank Referral
159990,EVENTS BY JOE LTD,Events,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Steve Gituma,Finalized,"May 26, 2025",Kenya,Self Search
159180,LUO ANCIENT MOVIES HUB,Business Not Elsewhere Classified,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Juliet Nalwoga,Finalized,"May 26, 2025",Uganda,Account Management Referral
159965,KINGPIN INVESTMENTS LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Moses Ochom,Finalized,"May 23, 2025",Uganda,Partner
159968,BOUNDLESS EXPEDITIONS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Moses Ochom,Finalized,"May 22, 2025",Uganda,Partner
159835,Esencia Tiles & Ceramics Limited,Hardware,Retail,5251- Hardware Store,Elijah Makau,Finalized,"May 21, 2025",Kenya,Self Search
29181,AREM,School,Retail,8398- Charitable Social Service Organizations,David Msando,Risk Review,,Tanzania,Account Management Referral
160067,EL CLASSICAL ADVENTURES LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Activated,"May 23, 2025",Tanzania,Account Management Referral
159921,KIKUSYA SAFARIS AND ADVENTURES LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Activated,"May 23, 2025",Tanzania,Self Search
159532,MBUGU ADVENTURE AND SAFARIS,Tour Operator,Travel,4722- Travel Agencies Tour Operators,David Msando,Finalized,"May 23, 2025",Tanzania,Account Management Referral
149864,POATECH AFRICA SOLUTIONS LIMITED,E-Commerce,E-Commerce,"7392- Consulting, Management and Public Relations Services",Orsbone Obulukhu,Closed Won Pending,,Kenya,Merchant Referral
117654,FY AFRICAN SAFARIS LIMITED,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elia Mwakijale,Finalized,"May 21, 2025",Tanzania,Chat
158013,WILD TECH ELECTRONICS,Electronics Shop,Retail,5732- Electronics Sales,Elia Mwakijale,Finalized,"May 24, 2025",Tanzania,Chat
150948,FMI HOTSPOT,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Finalized,"May 21, 2025",Tanzania,Chat
159880,TAWFIQ ARLON MWANANDENJE,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Closed due to Fraud,"May 22, 2025",Tanzania,Chat
159879,EXCELLENCE AFRICA ADVENTURES,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Elia Mwakijale,Closed due to Fraud,"May 22, 2025",Tanzania,Chat
28198,CLICK MERCHANT,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Elia Mwakijale,Finalized,"Jun 19, 2025",Tanzania,Chat
159845,THE GENTLE BARBER HOUSE,Salon,Retail,7230- Barber and Beauty Shops,Elia Mwakijale,Finalized,"Jun 6, 2025",Tanzania,Chat
163222,NILE POST NEWS SERVICES LIMITED,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Stephen Kagaba,Finalized,"Jun 24, 2025",Uganda,N/A
166613,Techvana Technologies Limited,E-Commerce,E-Commerce,5732- Electronics Sales,Susan Mutie,Finalized,"Jul 28, 2025",Kenya,Chat
159261,Nifty Finds,E-Commerce,E-Commerce,5399-Miscellaneous General Merchant (Small Retail),Susan Mutie,Finalized,"May 23, 2025",Kenya,Chat
158824,CORPORATE HEIGHTS AFRICA LIMITED,Consultancy,Retail,"7392- Consulting, Management and Public Relations Services",Barbara Ogwari,Finalized,"May 24, 2025",Kenya,Helpdesk
156018,Wild Sights Safaris,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Barbara Ogwari,Finalized,"May 21, 2025",Kenya,Self Search
162875,Zinova Ebook Store,Bookshop,Retail,"5111- Stationery, Office Supplies, Printing and Writing Paper",Ann Njoroge,Finalized,"Jun 20, 2025",Kenya,Helpdesk
159829,LITTLE NEW AMSTERDAM LIMITED,Gift Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Sheila Kefa,Finalized,"May 21, 2025",Kenya,Self Search
159811,OGGO TRAVEL PLATFORM Ltd,Travel Agent,Travel,,Collins Kweyamba,Closed due to Fraud,"May 20, 2025",Rwanda,Account Management Referral
159950,Angelsmile House Of Design,"Fashion, Clothes & Accessories",Retail,5399-Miscellaneous General Merchant (Small Retail),Charles Kimani,Finalized,"May 22, 2025",Kenya,Self Search
160007,Retreats Zuri Limited,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Simon Mahinda,Finalized,"May 30, 2025",Kenya,Bank Referral
160008,MK Holidays Limited,Property Management,Hospitality,"7011- Hotels, Motels and Resorts",Simon Mahinda,Finalized,"May 28, 2025",Kenya,Bank Referral
159883,TIMEZONE EXPRESS WAYS LIMITED,Business Not Elsewhere Classified,Retail,5399-Miscellaneous General Merchant (Small Retail),Sandra Ninsiima,Finalized,"May 21, 2025",Uganda,Employee Referral
159956,Dreaming Kenya Bancomat Safaris & Tours Limited,Tour Operator,Travel,4722- Travel Agencies Tour Operators,Simon Mahinda,Finalized,"Jun 16, 2025",Kenya,Self Search
159881,NEW REST UGANDA INFLIGHT SERVICES LIMITED,Bar / Lounge,Hospitality,5812- Eating Place & Restaurant,Raymond Eguru,Finalized,"May 23, 2025",Uganda,N/A
159954,SKATE CITY,Bowling/Recreation Activities/Games,Retail,5399-Miscellaneous General Merchant (Small Retail),Judy Masita,Finalized,"May 23, 2025",Kenya,Account Management Referral
164279,AHR Management Limited,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Sadru Kazabula,Activated,"Jul 8, 2025",Tanzania,Self Search
159909,NJAKAM GENERAL CONTRACTORS,Hardware,Hospitality,5399-Miscellaneous General Merchant (Small Retail),Violet Ogetange,Closed due to Fraud,"May 24, 2025",Kenya,Bank Referral
159809,The Central Heartbeat Haven Intercity Apartments,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Marko Lambaldo,Activated,"May 23, 2025",Tanzania,N/A
159843,KENYA ORTHODONTIC SERVICES LIMITED,Health services,Retail,8011- Doctors & Physicians,Judy Masita,Finalized,"May 22, 2025",Kenya,Bank Referral
159817,Wema Centre Trust,General Service Provider,Retail,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Account Closed,,Kenya,Self Search
159260,African Corner Arts & Crafts,Curio Shop,Retail,5399-Miscellaneous General Merchant (Small Retail),Peter Robinson,Finalized,"May 20, 2025",Kenya,Sales Drive _ Lamu
159808,JUNGLE CORNER UGANDA LIMITED,Restaurant,Hospitality,5812- Eating Place & Restaurant,Melody Monica,Finalized,"May 20, 2025",Uganda,Walk-In
160095,MADAR SOLUTIONS GROUP Ltd,E-Commerce,E-Commerce,5732- Electronics Sales,Florent Rwamfizi,Activated,"May 26, 2025",Rwanda,Sales Drive _ Kalangala
160273,Serengeti Inn,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Kabuthu Mwangi,Risk Review,,Kenya,Account Management Referral
159918,RUTH NAIKESA SERVICES,General Service Provider,Retail,5411-Grocery Store/Supermarket (Retail),Raymond Eguru,Finalized,"May 23, 2025",Uganda,N/A
159924,Ridge Cabin Resort Ltd,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Janet Lenakae,Finalized,"May 28, 2025",Kenya,Self Search
159886,AKANSASIRA FOUNDATION LIMITED,Hotel,Hospitality,"7011- Hotels, Motels and Resorts",Stephen Kagaba,Finalized,"May 28, 2025",Uganda,N/A
159887,WCT TOURS AND LOGISTICS - SMC LIMITED,Travel Agent,Travel,4722- Travel Agencies Tour Operators,Moses Ochom,Finalized,"May 23, 2025",Uganda,Bank Referral
160151,EMDR UGANDA LIMITED,Events,Hospitality,"7392- Consulting, Management and Public Relations Services",Dyline Busiingye,Finalized,"May 24, 2025",Uganda,Web Research
